Unnamed: 0,Text Type,API Name,File Name,Dataset,ai_score,human_score,Error_message
560,AI,Originality,,AI,0.9999,9.9999999999989e-05,
561,AI,Originality,,AI,1.0,0.0,
562,AI,Originality,,AI,0.9999,9.9999999999989e-05,
563,AI,Originality,,AI,0.9999,9.9999999999989e-05,
564,AI,Originality,,AI,1.0,0.0,
565,AI,Originality,,AI,1.0,0.0,
566,AI,Originality,,AI,0.9999,9.9999999999989e-05,
567,AI,Originality,,AI,1.0,0.0,
568,AI,Originality,,AI,0.9999,9.9999999999989e-05,
569,AI,Originality,,AI,1.0,0.0,
570,AI,Originality,,AI,0.9998,0.0001999999999999,
571,AI,Originality,,AI,0.9998,0.0001999999999999,
572,AI,Originality,,AI,1.0,0.0,
573,AI,Originality,,AI,0.9996,0.0003999999999999,
574,AI,Originality,,AI,0.9999,9.9999999999989e-05,
575,AI,Originality,,AI,1.0,0.0,
576,AI,Originality,,AI,1.0,0.0,
577,AI,Originality,,AI,0.9999,9.9999999999989e-05,
578,AI,Originality,,AI,1.0,0.0,
579,AI,Originality,,AI,0.9999,9.9999999999989e-05,
580,AI,Originality,,AI,1.0,0.0,
581,AI,Originality,,AI,1.0,0.0,
582,AI,Originality,,AI,0.9995,0.0004999999999999,
583,AI,Originality,,AI,1.0,0.0,
584,AI,Originality,,AI,0.9999,9.9999999999989e-05,
585,AI,Originality,,AI,0.9999,9.9999999999989e-05,
586,AI,Originality,,AI,1.0,0.0,
587,AI,Originality,,AI,1.0,0.0,
588,AI,Originality,,AI,1.0,0.0,
589,AI,Originality,,AI,0.9999,9.9999999999989e-05,
590,AI,Originality,,AI,1.0,0.0,
591,AI,Originality,,AI,0.9997,0.0002999999999999,
592,AI,Originality,,AI,1.0,0.0,
593,AI,Originality,,AI,1.0,0.0,
594,AI,Originality,,AI,0.9998,0.0001999999999999,
595,AI,Originality,,AI,1.0,0.0,
596,AI,Originality,,AI,1.0,0.0,
597,AI,Originality,,AI,1.0,0.0,
598,AI,Originality,,AI,0.9999,9.9999999999989e-05,
599,AI,Originality,,AI,1.0,0.0,
600,AI,Originality,,AI,0.9999,9.9999999999989e-05,
601,AI,Originality,,AI,0.9998,0.0001999999999999,
602,AI,Originality,,AI,0.9997,0.0002999999999999,
603,AI,Originality,,AI,1.0,0.0,
604,AI,Originality,,AI,1.0,0.0,
605,AI,Originality,,AI,0.9999,9.9999999999989e-05,
606,AI,Originality,,AI,0.9999,9.9999999999989e-05,
607,AI,Originality,,AI,1.0,0.0,
608,AI,Originality,,AI,0.9999,9.9999999999989e-05,
609,AI,Originality,,AI,1.0,0.0,
610,AI,Originality,,AI,1.0,0.0,
611,AI,Originality,,AI,1.0,0.0,
612,AI,Originality,,AI,0.9997,0.0002999999999999,
613,AI,Originality,,AI,0.9999,9.9999999999989e-05,
614,AI,Originality,,AI,1.0,0.0,
615,AI,Originality,,AI,1.0,0.0,
616,AI,Originality,,AI,0.9999,9.9999999999989e-05,
617,AI,Originality,,AI,0.9999,9.9999999999989e-05,
618,AI,Originality,,AI,1.0,0.0,
619,AI,Originality,,AI,0.9993,0.0007,
620,AI,Originality,,AI,0.9999,9.9999999999989e-05,
621,AI,Originality,,AI,1.0,0.0,
622,AI,Originality,,AI,1.0,0.0,
623,AI,Originality,,AI,1.0,0.0,
624,AI,Originality,,AI,1.0,0.0,
625,AI,Originality,,AI,1.0,0.0,
626,AI,Originality,,AI,1.0,0.0,
627,AI,Originality,,AI,1.0,0.0,
628,AI,Originality,,AI,1.0,0.0,
629,AI,Originality,,AI,0.9999,9.9999999999989e-05,
630,AI,Originality,,AI,0.9999,9.9999999999989e-05,
631,AI,Originality,,AI,1.0,0.0,
632,AI,Originality,,AI,0.9997,0.0002999999999999,
633,AI,Originality,,AI,1.0,0.0,
634,AI,Originality,,AI,1.0,0.0,
635,AI,Originality,,AI,0.9997,0.0002999999999999,
636,AI,Originality,,AI,0.9999,9.9999999999989e-05,
637,AI,Originality,,AI,1.0,0.0,
638,AI,Originality,,AI,1.0,0.0,
639,AI,Originality,,AI,0.9999,9.9999999999989e-05,
640,AI,Originality,,AI,0.9995,0.0004999999999999,
641,AI,Originality,,AI,1.0,0.0,
642,AI,Originality,,AI,1.0,0.0,
643,AI,Originality,,AI,1.0,0.0,
644,AI,Originality,,AI,1.0,0.0,
645,AI,Originality,,AI,1.0,0.0,
646,AI,Originality,,AI,1.0,0.0,
647,AI,Originality,,AI,1.0,0.0,
648,AI,Originality,,AI,0.9999,9.9999999999989e-05,
649,AI,Originality,,AI,0.9998,0.0001999999999999,
650,AI,Originality,,AI,1.0,0.0,
651,AI,Originality,,AI,1.0,0.0,
652,AI,Originality,,AI,0.9998,0.0001999999999999,
653,AI,Originality,,AI,0.9999,9.9999999999989e-05,
654,AI,Originality,,AI,1.0,0.0,
655,AI,Originality,,AI,1.0,0.0,
656,AI,Originality,,AI,1.0,0.0,
657,AI,Originality,,AI,1.0,0.0,
658,AI,Originality,,AI,1.0,0.0,
659,AI,Originality,,AI,0.9997,0.0002999999999999,
660,AI,Originality,,AI,1.0,0.0,
661,AI,Originality,,AI,1.0,0.0,
662,AI,Originality,,AI,0.9999,9.9999999999989e-05,
663,AI,Originality,,AI,0.9998,0.0001999999999999,
664,AI,Originality,,AI,0.9999,9.9999999999989e-05,
665,AI,Originality,,AI,0.9999,9.9999999999989e-05,
666,AI,Originality,,AI,1.0,0.0,
667,AI,Originality,,AI,1.0,0.0,
668,AI,Originality,,AI,1.0,0.0,
669,AI,Originality,,AI,1.0,0.0,
670,AI,Originality,,AI,1.0,0.0,
671,AI,Originality,,AI,0.9998,0.0001999999999999,
672,AI,Originality,,AI,0.9999,9.9999999999989e-05,
673,AI,Originality,,AI,1.0,0.0,
674,AI,Originality,,AI,1.0,0.0,
675,AI,Originality,,AI,0.9997,0.0002999999999999,
676,AI,Originality,,AI,0.9999,9.9999999999989e-05,
677,AI,Originality,,AI,1.0,0.0,
678,AI,Originality,,AI,1.0,0.0,
679,AI,Originality,,AI,1.0,0.0,
680,AI,Originality,,AI,1.0,0.0,
681,AI,Originality,,AI,0.9999,9.9999999999989e-05,
682,AI,Originality,,AI,1.0,0.0,
683,AI,Originality,,AI,0.9998,0.0001999999999999,
684,AI,Originality,,AI,0.9999,9.9999999999989e-05,
685,AI,Originality,,AI,0.9996,0.0003999999999999,
686,AI,Originality,,AI,1.0,0.0,
687,AI,Originality,,AI,0.9999,9.9999999999989e-05,
688,AI,Originality,,AI,1.0,0.0,
689,AI,Originality,,AI,0.9998,0.0001999999999999,
690,AI,Originality,,AI,0.9998,0.0001999999999999,
691,AI,Originality,,AI,1.0,0.0,
692,AI,Originality,,AI,0.9999,9.9999999999989e-05,
693,AI,Originality,,AI,0.9999,9.9999999999989e-05,
694,AI,Originality,,AI,1.0,0.0,
695,AI,Originality,,AI,0.9999,9.9999999999989e-05,
696,AI,Originality,,AI,0.9998,0.0001999999999999,
697,AI,Originality,,AI,1.0,0.0,
698,AI,Originality,,AI,1.0,0.0,
699,AI,Originality,,AI,0.9999,9.9999999999989e-05,
700,AI,Originality,,AI,0.9999,9.9999999999989e-05,
701,AI,Originality,,AI,1.0,0.0,
702,AI,Originality,,AI,1.0,0.0,
703,AI,Originality,,AI,1.0,0.0,
704,AI,Originality,,AI,0.9999,9.9999999999989e-05,
705,AI,Originality,,AI,1.0,0.0,
706,AI,Originality,,AI,1.0,0.0,
707,AI,Originality,,AI,1.0,0.0,
708,AI,Originality,,AI,1.0,0.0,
709,AI,Originality,,AI,0.9993,0.0007,
710,AI,Originality,,AI,1.0,0.0,
711,AI,Originality,,AI,1.0,0.0,
712,AI,Originality,,AI,1.0,0.0,
713,AI,Originality,,AI,1.0,0.0,
714,AI,Originality,,AI,0.9999,9.9999999999989e-05,
715,AI,Originality,,AI,0.9999,9.9999999999989e-05,
716,AI,Originality,,AI,1.0,0.0,
717,AI,Originality,,AI,1.0,0.0,
718,AI,Originality,,AI,1.0,0.0,
719,AI,Originality,,AI,1.0,0.0,
720,AI,Originality,,AI,1.0,0.0,
721,AI,Originality,,AI,0.9997,0.0002999999999999,
722,AI,Originality,,AI,0.9999,9.9999999999989e-05,
723,AI,Originality,,AI,0.9999,9.9999999999989e-05,
724,AI,Originality,,AI,1.0,0.0,
725,AI,Originality,,AI,0.9999,9.9999999999989e-05,
726,AI,Originality,,AI,1.0,0.0,
727,AI,Originality,,AI,0.9999,9.9999999999989e-05,
728,AI,Originality,,AI,0.9999,9.9999999999989e-05,
729,AI,Originality,,AI,1.0,0.0,
730,AI,Originality,,AI,0.9995,0.0004999999999999,
731,AI,Originality,,AI,0.9999,9.9999999999989e-05,
732,AI,Originality,,AI,0.9999,9.9999999999989e-05,
733,AI,Originality,,AI,1.0,0.0,
734,AI,Originality,,AI,1.0,0.0,
735,AI,Originality,,AI,0.9999,9.9999999999989e-05,
736,AI,Originality,,AI,0.9999,9.9999999999989e-05,
737,AI,Originality,,AI,1.0,0.0,
738,AI,Originality,,AI,1.0,0.0,
739,AI,Originality,,AI,0.9997,0.0002999999999999,
740,AI,Originality,,AI,0.9998,0.0001999999999999,
741,AI,Originality,,AI,1.0,0.0,
742,AI,Originality,,AI,0.9999,9.9999999999989e-05,
743,AI,Originality,,AI,0.9998,0.0001999999999999,
744,AI,Originality,,AI,1.0,0.0,
745,AI,Originality,,AI,0.9999,9.9999999999989e-05,
746,AI,Originality,,AI,1.0,0.0,
747,AI,Originality,,AI,0.9999,9.9999999999989e-05,
748,AI,Originality,,AI,0.9999,9.9999999999989e-05,
749,AI,Originality,,AI,1.0,0.0,
750,AI,Originality,,AI,1.0,0.0,
751,AI,Originality,,AI,1.0,0.0,
752,AI,Originality,,AI,1.0,0.0,
753,AI,Originality,,AI,1.0,0.0,
754,AI,Originality,,AI,1.0,0.0,
755,AI,Originality,,AI,1.0,0.0,
756,AI,Originality,,AI,1.0,0.0,
757,AI,Originality,,AI,1.0,0.0,
758,AI,Originality,,AI,1.0,0.0,
759,AI,Originality,,AI,1.0,0.0,
760,AI,Originality,,AI,0.9999,9.9999999999989e-05,
761,AI,Originality,,AI,0.9999,9.9999999999989e-05,
762,AI,Originality,,AI,1.0,0.0,
763,AI,Originality,,AI,1.0,0.0,
764,AI,Originality,,AI,0.9996,0.0003999999999999,
765,AI,Originality,,AI,0.9998,0.0001999999999999,
766,AI,Originality,,AI,1.0,0.0,
767,AI,Originality,,AI,0.9997,0.0002999999999999,
768,AI,Originality,,AI,1.0,0.0,
769,AI,Originality,,AI,0.9999,9.9999999999989e-05,
770,AI,Originality,,AI,1.0,0.0,
771,AI,Originality,,AI,0.9999,9.9999999999989e-05,
772,AI,Originality,,AI,1.0,0.0,
773,AI,Originality,,AI,1.0,0.0,
774,AI,Originality,,AI,1.0,0.0,
775,AI,Originality,,AI,0.9999,9.9999999999989e-05,
776,AI,Originality,,AI,1.0,0.0,
777,AI,Originality,,AI,1.0,0.0,
778,AI,Originality,,AI,1.0,0.0,
779,AI,Originality,,AI,1.0,0.0,
780,AI,Originality,,AI,0.9999,9.9999999999989e-05,
781,AI,Originality,,AI,1.0,0.0,
782,AI,Originality,,AI,1.0,0.0,
783,AI,Originality,,AI,0.9999,9.9999999999989e-05,
784,AI,Originality,,AI,0.9997,0.0002999999999999,
785,AI,Originality,,AI,0.9993,0.0007,
786,AI,Originality,,AI,0.9998,0.0001999999999999,
787,AI,Originality,,AI,0.9998,0.0001999999999999,
788,AI,Originality,,AI,0.9999,9.9999999999989e-05,
789,AI,Originality,,AI,1.0,0.0,
790,AI,Originality,,AI,0.9999,9.9999999999989e-05,
791,AI,Originality,,AI,0.9965,0.0034999999999999,
792,AI,Originality,,AI,1.0,0.0,
793,AI,Originality,,AI,1.0,0.0,
794,AI,Originality,,AI,1.0,0.0,
795,AI,Originality,,AI,1.0,0.0,
796,AI,Originality,,AI,1.0,0.0,
797,AI,Originality,,AI,1.0,0.0,
798,AI,Originality,,AI,0.9999,9.9999999999989e-05,
799,AI,Originality,,AI,0.9997,0.0002999999999999,
800,AI,Originality,,AI,1.0,0.0,
801,AI,Originality,,AI,1.0,0.0,
802,AI,Originality,,AI,0.9991,0.0009,
803,AI,Originality,,AI,1.0,0.0,
804,AI,Originality,,AI,1.0,0.0,
805,AI,Originality,,AI,0.9999,9.9999999999989e-05,
806,AI,Originality,,AI,0.9999,9.9999999999989e-05,
807,AI,Originality,,AI,0.9999,9.9999999999989e-05,
808,AI,Originality,,AI,1.0,0.0,
809,AI,Originality,,AI,1.0,0.0,
810,AI,Originality,,AI,1.0,0.0,
811,AI,Originality,,AI,1.0,0.0,
812,AI,Originality,,AI,0.9998,0.0001999999999999,
813,AI,Originality,,AI,0.9999,9.9999999999989e-05,
814,AI,Originality,,AI,0.9998,0.0001999999999999,
815,AI,Originality,,AI,0.9998,0.0001999999999999,
816,AI,Originality,,AI,1.0,0.0,
817,AI,Originality,,AI,0.9998,0.0001999999999999,
818,AI,Originality,,AI,1.0,0.0,
819,AI,Originality,,AI,1.0,0.0,
820,AI,Originality,,AI,1.0,0.0,
821,AI,Originality,,AI,1.0,0.0,
822,AI,Originality,,AI,1.0,0.0,
823,AI,Originality,,AI,1.0,0.0,
824,AI,Originality,,AI,1.0,0.0,
825,AI,Originality,,AI,0.9997,0.0002999999999999,
826,AI,Originality,,AI,1.0,0.0,
827,AI,Originality,,AI,1.0,0.0,
828,AI,Originality,,AI,1.0,0.0,
829,AI,Originality,,AI,1.0,0.0,
830,AI,Originality,,AI,1.0,0.0,
831,AI,Originality,,AI,0.9998,0.0001999999999999,
832,AI,Originality,,AI,1.0,0.0,
833,AI,Originality,,AI,0.9999,9.9999999999989e-05,
834,AI,Originality,,AI,0.9999,9.9999999999989e-05,
835,AI,Originality,,AI,0.9998,0.0001999999999999,
836,AI,Originality,,AI,0.9999,9.9999999999989e-05,
837,AI,Originality,,AI,0.9999,9.9999999999989e-05,
838,AI,Originality,,AI,1.0,0.0,
839,AI,Originality,,AI,1.0,0.0,
840,AI,Originality,,AI,1.0,0.0,
841,AI,Originality,,AI,1.0,0.0,
842,AI,Originality,,AI,0.9999,9.9999999999989e-05,
843,AI,Originality,,AI,1.0,0.0,
844,AI,Originality,,AI,1.0,0.0,
845,AI,Originality,,AI,1.0,0.0,
846,AI,Originality,,AI,0.9997,0.0002999999999999,
847,AI,Originality,,AI,1.0,0.0,
848,AI,Originality,,AI,1.0,0.0,
849,AI,Originality,,AI,0.9999,9.9999999999989e-05,
850,AI,Originality,,AI,1.0,0.0,
851,AI,Originality,,AI,0.9995,0.0004999999999999,
852,AI,Originality,,AI,1.0,0.0,
853,AI,Originality,,AI,0.9992,0.0008,
854,AI,Originality,,AI,0.9999,9.9999999999989e-05,
855,AI,Originality,,AI,0.9999,9.9999999999989e-05,
856,AI,Originality,,AI,1.0,0.0,
857,AI,Originality,,AI,0.9998,0.0001999999999999,
858,AI,Originality,,AI,0.9999,9.9999999999989e-05,
859,AI,Originality,,AI,1.0,0.0,
860,AI,Originality,,AI,0.9998,0.0001999999999999,
861,AI,Originality,,AI,1.0,0.0,
862,AI,Originality,,AI,0.9999,9.9999999999989e-05,
863,AI,Originality,,AI,0.9999,9.9999999999989e-05,
864,AI,Originality,,AI,1.0,0.0,
865,AI,Originality,,AI,1.0,0.0,
866,AI,Originality,,AI,0.9999,9.9999999999989e-05,
867,AI,Originality,,AI,0.9998,0.0001999999999999,
868,AI,Originality,,AI,1.0,0.0,
869,AI,Originality,,AI,1.0,0.0,
870,AI,Originality,,AI,1.0,0.0,
871,AI,Originality,,AI,0.9995,0.0004999999999999,
872,AI,Originality,,AI,1.0,0.0,
873,AI,Originality,,AI,1.0,0.0,
874,AI,Originality,,AI,1.0,0.0,
875,AI,Originality,,AI,0.9994,0.0006,
876,AI,Originality,,AI,1.0,0.0,
877,AI,Originality,,AI,0.9999,9.9999999999989e-05,
878,AI,Originality,,AI,1.0,0.0,
879,AI,Originality,,AI,1.0,0.0,
880,AI,Originality,,AI,0.9999,9.9999999999989e-05,
881,AI,Originality,,AI,0.9999,9.9999999999989e-05,
882,AI,Originality,,AI,1.0,0.0,
883,AI,Originality,,AI,0.9999,9.9999999999989e-05,
884,AI,Originality,,AI,1.0,0.0,
885,AI,Originality,,AI,0.9998,0.0001999999999999,
886,AI,Originality,,AI,1.0,0.0,
887,AI,Originality,,AI,1.0,0.0,
888,AI,Originality,,AI,0.9999,9.9999999999989e-05,
889,AI,Originality,,AI,0.9998,0.0001999999999999,
890,AI,Originality,,AI,0.9999,9.9999999999989e-05,
891,AI,Originality,,AI,1.0,0.0,
892,AI,Originality,,AI,1.0,0.0,
893,AI,Originality,,AI,1.0,0.0,
894,AI,Originality,,AI,1.0,0.0,
895,AI,Originality,,AI,1.0,0.0,
896,AI,Originality,,AI,1.0,0.0,
897,AI,Originality,,AI,1.0,0.0,
898,AI,Originality,,AI,1.0,0.0,
899,AI,Originality,,AI,0.9999,9.9999999999989e-05,
900,AI,Originality,,AI,1.0,0.0,
901,AI,Originality,,AI,0.9999,9.9999999999989e-05,
902,AI,Originality,,AI,1.0,0.0,
903,AI,Originality,,AI,1.0,0.0,
904,AI,Originality,,AI,0.9999,9.9999999999989e-05,
905,AI,Originality,,AI,1.0,0.0,
906,AI,Originality,,AI,0.9997,0.0002999999999999,
907,AI,Originality,,AI,1.0,0.0,
908,AI,Originality,,AI,0.9999,9.9999999999989e-05,
909,AI,Originality,,AI,0.9998,0.0001999999999999,
910,AI,Originality,,AI,0.9996,0.0003999999999999,
911,AI,Originality,,AI,0.9999,9.9999999999989e-05,
912,AI,Originality,,AI,1.0,0.0,
913,AI,Originality,,AI,1.0,0.0,
914,AI,Originality,,AI,0.9993,0.0007,
915,AI,Originality,,AI,0.9999,9.9999999999989e-05,
916,AI,Originality,,AI,0.9998,0.0001999999999999,
917,AI,Originality,,AI,0.9998,0.0001999999999999,
918,AI,Originality,,AI,0.9987,0.0012999999999999,
919,AI,Originality,,AI,1.0,0.0,
920,AI,Originality,,AI,0.9999,9.9999999999989e-05,
921,AI,Originality,,AI,0.999,0.001,
922,AI,Originality,,AI,0.9979,0.0020999999999999,
923,AI,Originality,,AI,0.9999,9.9999999999989e-05,
924,AI,Originality,,AI,0.9998,0.0001999999999999,
925,AI,Originality,,AI,0.998,0.002,
926,AI,Originality,,AI,0.9986,0.0013999999999999,
927,AI,Originality,,AI,0.9992,0.0008,
928,AI,Originality,,AI,0.9999,9.9999999999989e-05,
929,AI,Originality,,AI,0.9998,0.0001999999999999,
930,AI,Originality,,AI,0.9997,0.0002999999999999,
931,AI,Originality,,AI,0.9993,0.0007,
932,AI,Originality,,AI,0.9999,9.9999999999989e-05,
933,AI,Originality,,AI,0.9999,9.9999999999989e-05,
934,AI,Originality,,AI,0.9993,0.0007,
935,AI,Originality,,AI,0.9995,0.0004999999999999,
936,AI,Originality,,AI,0.9998,0.0001999999999999,
937,AI,Originality,,AI,0.9986,0.0013999999999999,
938,AI,Originality,,AI,0.9996,0.0003999999999999,
939,AI,Originality,,AI,0.9999,9.9999999999989e-05,
940,AI,Originality,,AI,1.0,0.0,
941,AI,Originality,,AI,1.0,0.0,
942,AI,Originality,,AI,0.9997,0.0002999999999999,
943,AI,Originality,,AI,0.9856,0.0143999999999999,
944,AI,Originality,,AI,0.9952,0.0048,
945,AI,Originality,,AI,0.9998,0.0001999999999999,
946,AI,Originality,,AI,0.9998,0.0001999999999999,
947,AI,Originality,,AI,0.9999,9.9999999999989e-05,
948,AI,Originality,,AI,0.9991,0.0009,
949,AI,Originality,,AI,1.0,0.0,
950,AI,Originality,,AI,0.999,0.001,
951,AI,Originality,,AI,0.9996,0.0003999999999999,
952,AI,Originality,,AI,0.9993,0.0007,
953,AI,Originality,,AI,0.9984,0.0016,
954,AI,Originality,,AI,0.9994,0.0006,
955,AI,Originality,,AI,0.9996,0.0003999999999999,
956,AI,Originality,,AI,0.9967,0.0032999999999999,
957,AI,Originality,,AI,0.9997,0.0002999999999999,
958,AI,Originality,,AI,0.9987,0.0012999999999999,
959,AI,Originality,,AI,0.9997,0.0002999999999999,
960,AI,Originality,,AI,0.9999,9.9999999999989e-05,
961,AI,Originality,,AI,0.9999,9.9999999999989e-05,
962,AI,Originality,,AI,0.9974,0.0026,
963,AI,Originality,,AI,0.9961,0.0039,
964,AI,Originality,,AI,0.9998,0.0001999999999999,
965,AI,Originality,,AI,0.9997,0.0002999999999999,
966,AI,Originality,,AI,0.9996,0.0003999999999999,
967,AI,Originality,,AI,0.9997,0.0002999999999999,
968,AI,Originality,,AI,0.9994,0.0006,
969,AI,Originality,,AI,0.9999,9.9999999999989e-05,
970,AI,Originality,,AI,0.9993,0.0007,
971,AI,Originality,,AI,0.9991,0.0009,
972,AI,Originality,,AI,0.9998,0.0001999999999999,
973,AI,Originality,,AI,0.9999,9.9999999999989e-05,
974,AI,Originality,,AI,0.999,0.001,
975,AI,Originality,,AI,1.0,0.0,
976,AI,Originality,,AI,0.9992,0.0008,
977,AI,Originality,,AI,0.9998,0.0001999999999999,
978,AI,Originality,,AI,0.9999,9.9999999999989e-05,
979,AI,Originality,,AI,0.9995,0.0004999999999999,
980,AI,Originality,,AI,0.9998,0.0001999999999999,
981,AI,Originality,,AI,1.0,0.0,
982,AI,Originality,,AI,0.9998,0.0001999999999999,
983,AI,Originality,,AI,0.998,0.002,
984,AI,Originality,,AI,0.9994,0.0006,
985,AI,Originality,,AI,0.9994,0.0006,
986,AI,Originality,,AI,0.9997,0.0002999999999999,
987,AI,Originality,,AI,0.9999,9.9999999999989e-05,
988,AI,Originality,,AI,1.0,0.0,
989,AI,Originality,,AI,0.9997,0.0002999999999999,
990,AI,Originality,,AI,1.0,0.0,
991,AI,Originality,,AI,0.9999,9.9999999999989e-05,
992,AI,Originality,,AI,0.9996,0.0003999999999999,
993,AI,Originality,,AI,0.9999,9.9999999999989e-05,
994,AI,Originality,,AI,1.0,0.0,
995,AI,Originality,,AI,0.9996,0.0003999999999999,
996,AI,Originality,,AI,1.0,0.0,
997,AI,Originality,,AI,1.0,0.0,
998,AI,Originality,,AI,0.9998,0.0001999999999999,
999,AI,Originality,,AI,0.9974,0.0026,
1000,AI,Originality,,AI,0.9986,0.0013999999999999,
1001,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1002,AI,Originality,,AI,0.9952,0.0048,
1003,AI,Originality,,AI,0.9998,0.0001999999999999,
1004,AI,Originality,,AI,1.0,0.0,
1005,AI,Originality,,AI,0.9993,0.0007,
1006,AI,Originality,,AI,0.9997,0.0002999999999999,
1007,AI,Originality,,AI,0.9998,0.0001999999999999,
1008,AI,Originality,,AI,1.0,0.0,
1009,AI,Originality,,AI,0.9992,0.0008,
1010,AI,Originality,,AI,0.9997,0.0002999999999999,
1011,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1012,AI,Originality,,AI,0.9995,0.0004999999999999,
1013,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1014,AI,Originality,,AI,0.9995,0.0004999999999999,
1015,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1016,AI,Originality,,AI,0.9998,0.0001999999999999,
1017,AI,Originality,,AI,1.0,0.0,
1018,AI,Originality,,AI,0.9998,0.0001999999999999,
1019,AI,Originality,,AI,0.9945,0.0054999999999999,
1020,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1021,AI,Originality,,AI,0.9998,0.0001999999999999,
1022,AI,Originality,,AI,1.0,0.0,
1023,AI,Originality,,AI,0.9997,0.0002999999999999,
1024,AI,Originality,,AI,0.9987,0.0012999999999999,
1025,AI,Originality,,AI,0.9996,0.0003999999999999,
1026,AI,Originality,,AI,0.9993,0.0007,
1027,AI,Originality,,AI,0.9993,0.0007,
1028,AI,Originality,,AI,0.9916,0.0083999999999999,
1029,AI,Originality,,AI,0.9998,0.0001999999999999,
1030,AI,Originality,,AI,0.9997,0.0002999999999999,
1031,AI,Originality,,AI,0.9997,0.0002999999999999,
1032,AI,Originality,,AI,0.9994,0.0006,
1033,AI,Originality,,AI,0.9993,0.0007,
1034,AI,Originality,,AI,1.0,0.0,
1035,AI,Originality,,AI,0.9989,0.0010999999999999,
1036,AI,Originality,,AI,0.9922,0.0078,
1037,AI,Originality,,AI,0.9998,0.0001999999999999,
1038,AI,Originality,,AI,0.9994,0.0006,
1039,AI,Originality,,AI,0.999,0.001,
1040,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1041,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1042,AI,Originality,,AI,0.9998,0.0001999999999999,
1043,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1044,AI,Originality,,AI,0.9978,0.0021999999999999,
1045,AI,Originality,,AI,0.9993,0.0007,
1046,AI,Originality,,AI,0.9992,0.0008,
1047,AI,Originality,,AI,0.9997,0.0002999999999999,
1048,AI,Originality,,AI,0.9992,0.0008,
1049,AI,Originality,,AI,0.9992,0.0008,
1050,AI,Originality,,AI,0.9993,0.0007,
1051,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1052,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1053,AI,Originality,,AI,1.0,0.0,
1054,AI,Originality,,AI,0.9991,0.0009,
1055,AI,Originality,,AI,0.9998,0.0001999999999999,
1056,AI,Originality,,AI,0.9993,0.0007,
1057,AI,Originality,,AI,0.9997,0.0002999999999999,
1058,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1059,AI,Originality,,AI,0.9998,0.0001999999999999,
1060,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1061,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1062,AI,Originality,,AI,0.9997,0.0002999999999999,
1063,AI,Originality,,AI,0.9996,0.0003999999999999,
1064,AI,Originality,,AI,1.0,0.0,
1065,AI,Originality,,AI,0.9995,0.0004999999999999,
1066,AI,Originality,,AI,0.9995,0.0004999999999999,
1067,AI,Originality,,AI,0.9998,0.0001999999999999,
1068,AI,Originality,,AI,0.999,0.001,
1069,AI,Originality,,AI,1.0,0.0,
1070,AI,Originality,,AI,1.0,0.0,
1071,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1072,AI,Originality,,AI,0.9998,0.0001999999999999,
1073,AI,Originality,,AI,0.9995,0.0004999999999999,
1074,AI,Originality,,AI,0.999,0.001,
1075,AI,Originality,,AI,0.9992,0.0008,
1076,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1077,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1078,AI,Originality,,AI,0.9994,0.0006,
1079,AI,Originality,,AI,0.9997,0.0002999999999999,
1080,AI,Originality,,AI,0.9998,0.0001999999999999,
1081,AI,Originality,,AI,0.9994,0.0006,
1082,AI,Originality,,AI,0.9998,0.0001999999999999,
1083,AI,Originality,,AI,0.9992,0.0008,
1084,AI,Originality,,AI,0.9998,0.0001999999999999,
1085,AI,Originality,,AI,0.9991,0.0009,
1086,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1087,AI,Originality,,AI,0.9998,0.0001999999999999,
1088,AI,Originality,,AI,0.9998,0.0001999999999999,
1089,AI,Originality,,AI,0.9998,0.0001999999999999,
1090,AI,Originality,,AI,0.9935,0.0064999999999999,
1091,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1092,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1093,AI,Originality,,AI,1.0,0.0,
1094,AI,Originality,,AI,0.9997,0.0002999999999999,
1095,AI,Originality,,AI,0.9997,0.0002999999999999,
1096,AI,Originality,,AI,0.9991,0.0009,
1097,AI,Originality,,AI,1.0,0.0,
1098,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1099,AI,Originality,,AI,0.9999,9.9999999999989e-05,
1100,AI,Originality,,AI,0.9996,0.0003999999999999,
